KW;Artikelnr.;Prüfziffer;Artikelbezeichnung;Abgabemenge;Palette;SA-GP;SA-VK;Spanne;N-GP;VK1;Spanne;VK2;Spanne;VK3;Spanne;KZ L/S;Einmalkauf;MHD;Sondertext;Druckkz;Endverbr. von;Endverbr. Bis;Lieferd. Von;Sortiment;
27;5389083000;1;Haribo Pfirsiche 175g;22 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389156007;5;Haribo Primavera Erdbeeren 175g;24 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389170003;7;Haribo Schlümpfe 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389173002;7;Haribo Weinland 175g;20 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389174005;7;Haribo Tropifrutti 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389175008;7;Haribo Wine Gums 175g;22 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389182006;3;Haribo Starmix 175g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389183009;3;Haribo Saure Pommes 175g;32 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389184002;3;Haribo Süße Mäuse 175g;22 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389191000;9;Haribo Lakritz Schnecken 175g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5389202009;7;Haribo Konfekties 160g;20 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5390635005;9;Haribo Quaxi 175g;17 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5390636008;9;Haribo Vampire 175g;17 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5390637001;9;Haribo Wackelgeister 160g;17 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5390638004;9;Haribo Wassermelonen 160g;15 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5390655009;1;Haribo Happy Cherries 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5390656002;1;Haribo Konfekt 175g;32 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5390657005;1;Haribo Joghurties 160g;15 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5390662007;7;Haribo Pico-Balla 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5446411003;1;Haribo Dunkle Tüte 175g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5546547000;1;Haribo Frucht Flip 160g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5546563002;3;Haribo Saure Tüte 175g;15 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5546564005;3;Haribo Super Gurken 175g;15 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5546565008;3;Haribo Funky Tüte 175g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5546571003;9;Haribo Goldbären Kindheitsknaller 175g;20 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5546595009;1;Haribo Rainbow Pixel 160g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5546983002;3;Haribo Stafetten 160g;24 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5756885004;9;Haribo Happy Ice Tea 175g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5766917007;7;Haribo Surf Trip 175g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5766951007;1;Haribo Eisdiele 160g;16 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5766954006;1;Haribo Coole Kiste 175g;15 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5916715006;3;Haribo Color-Rado Farb-Mix 175g;30 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5917836005;5;Haribo Crazy Skeletties 160g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5917837008;5;Haribo Monsterjagd 175g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5979917001;9;Haribo Fruchtgummi Kicker Brause 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5979926005;5;Haribo Fruchtgummi Pasta Flagga 160g;32 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5979943000;7;Haribo Balla-Balla 160g;20 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5982930000;3;Haribo Kinder Schnuller Limo Mix 175g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5982937001;3;Haribo Stadionwurst 175g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5982938004;3;Haribo Soccer 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5982961004;1;Haribo Dreierkette 175g;38 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5982962007;1;Haribo Fan-Pixel 160g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;5982963000;1;Haribo Saure Raketen 175g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6001460009;9;Haribo Love Edition 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6001463008;9;Haribo Bunte Schnecken 160g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6013085005;7;Haribo Cherry Babies 175g;1 BT;0;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6013114002;7;Haribo Crazy Jungle 175g;1 BT;0;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6136863009;1;Haribo Bitter Lemon&Friends 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6140419005;3;Haribo Happy Lemonade 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6140435007;5;Haribo Mhmmaracuja 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6140494006;1;Haribo Super Mario Sauer Kandiert 175g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6267038004;9;Haribo Color-Rado 175g+30g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6267056002;1;Haribo Goldbären 175g+30g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6267057005;1;Haribo Tropifrutti 175g+30g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6267073007;3;Haribo Phantasia 175g+30g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6272871005;7;Haribo Fruchtgummi Konf.Pico-Ba.Üb.190g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6332067005;3;Haribo Color-Rado Farb-Mix 175g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6333646005;1;Haribo Lakritz-Konfekt bunt 175g;32 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6367763002;1;Haribo Fruitifari 160g;1 BT;0;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6367782003;3;Haribo Happy Limo 175g;1 BT;0;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6377426003;9;Haribo Ron Weasley 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6377427006;9;Haribo Harry Potter 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6377446007;1;Haribo Hermine Granger 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6390290009;7;Haribo Pasta Frutta 160g;16 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6392665005;3;Haribo Wilde Erdbeeren 175g;32 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6397438000;1;Haribo Süssware Skaters Blue 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6398288000;5;Haribo Balla-Balla Magic 160g;20 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6400026006;9;Haribo Stars and Stripes 175g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6400053008;7;Haribo Jelly Beans 160g;20 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6402200008;7;Haribo Sauerbrenner 160g;17 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6408706009;5;Haribo Happy Cherries Sauer 175g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6410662003;3;Haribo Süßware Schaumzuck.Konfetti160g;26 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6418013001;5;Haribo Pasta Penne Sauer 160g;16 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6418844007;9;Haribo Pasta Basta Sauer 160g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6542907009;3;Haribo Pfirsiche White-Peach 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6542908002;3;Haribo Fruity-Fruits 160g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6542954005;3;Haribo Pico-Balla Sauer 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6568359008;5;Haribo Goldbären Die Sauren 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6661109003;5;Haribo Schlümpfe Überfü.175g+30g gratis;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6661115008;1;Haribo Süße Herzl 175g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6661119000;1;Haribo Happy-Cola Überf.175g+30g gratis;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6661135002;3;Haribo Primavera Überfüll 175g+30g;20 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6740000009;9;Haribo Beerentraum 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6740022009;1;Haribo Luna Lovegood 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6787857006;3;Haribo Fruchtbälle 160g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6787858009;3;Haribo Fruchtgummi Pasta Loco 160g;32 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6787938004;3;Haribo Fruchtgummi Blaue Tüte 175g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6788004003;5;Haribo Fruchtgum.Goldbär.Wild.Bär.175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6835605005;3;Haribo Fruchtgummi Mario Kart sauer 160g;34 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6835623003;5;Haribo Fruchtgummi Mario Kart 160g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6835624006;5;Haribo Fruchtgummi Mario Kart veggie160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6841946008;9;Haribo Crazy Quallies 160g;36 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6863516001;5;Haribo Unicorn World 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6906563003;1;Haribo Fruchtgummi Dinos 175g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7002217003;3;Haribo Bunte Schnecken 160g;18 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7017661008;9;Haribo Tropifrutti Minis 160g;38 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;1341258008;1;Haribo Pasta Flagga 175g;30 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;2970210001;3;Haribo Pinkie&Lilly 200g;15 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;6877366007;1;Haribo Super Wummis 175g;14 BT;90;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7010453008;3;Haribo Pasta Basta Berry Twist 160g;40 BT;48;0,631;0,69;2;0,758;1,29;48;1,19;43;1,19;43;L;EK;120;Titelseite;1;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7017818002;3;Haribo Neu&Sauer 5f.356x160g 1/4CH;356 ST;4;0,622;0,69;4;0,758;1,29;48;1,19;44;1,19;44;L;EK;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7017818002;;Haribo Pasta Basta Sauer 160g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7017818002;;Haribo Pasta Penne Sauer 160g;64 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7017818002;;Haribo Flower Sauer 160g;60 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7017818002;;Haribo Pasta Basta Berry Twist 160g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7017818002;;Haribo Bunte Schnecken 160g;72 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7010499004;7;Haribo Mix 6f.380ST 1/4CH;380 ST;4;0,622;0,69;4;0,758;1,29;48;1,19;44;1,19;44;L;EK;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7010499004;;Haribo Super Wummis 175g;28 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7010499004;;Haribo Pico-Balla 160g;40 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7010499004;;Haribo Goldbären 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7010499004;;Haribo Phantasia 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7010499004;;Haribo Tropifrutti 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7010499004;;Haribo Color-Rado 175g;72 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;5;Haribo Vielfalt 18f.1456ST DP;1456 ST;1;0,622;0,69;4;0,758;1,29;48;1,19;44;1,19;44;L;EK;120;Titelseite;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Tropifrutti 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Phantasia 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Happy Cherries 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Goldbären 175g;120 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Color-Rado 175g;108 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Süße Mäuse 175g;44 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Berries 175g;76 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Primavera Erdbeeren 175g;72 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Happy Cola 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Super Gurken 175g;60 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Lakritz Schnecken 175g;72 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Goldbären Die Sauren 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Pico-Balla Sauer 160g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Balla-Balla 160g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Pico-Balla 160g;120 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Konfekt 175g;64 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Quaxi 175g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;7115189004;;Haribo Saft Goldbären 160g;80 ST;0;;;;;;;;;;;L;;;;0;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;121722009;7;Dallm.Prodomo gemahlen 500g;12 PA;60;6,86;7,49;2;8,039;10,79;32;10,49;30;10,49;30;L;;240;Knüller;2;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
27;121723002;7;Dallm.entcoffeiniert 500g;12 PA;60;6,86;7,49;2;8,039;10,79;32;10,49;30;10,49;30;L;;240;Knüller;2;28.06.2026;04.07.2026;22.06.2026;Grundnahrung;
